person,image,score,threshold,result
Abdullatif_Sener,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abdullatif_Sener\Abdullatif_Sener_0001.jpg,-0.08014217019081116,0.8,REJECT
Abdullatif_Sener,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abdullatif_Sener\Abdullatif_Sener_0002.jpg,,0.8,MULTIPLE_FACES
Abdul_Majeed_Shobokshi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abdul_Majeed_Shobokshi\Abdul_Majeed_Shobokshi_0001.jpg,-0.08202865719795227,0.8,REJECT
Abdul_Rahman,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abdul_Rahman\Abdul_Rahman_0001.jpg,0.1139899417757988,0.8,REJECT
Abel_Aguilar,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abel_Aguilar\Abel_Aguilar_0001.jpg,-0.06892445683479309,0.8,REJECT
Abel_Pacheco,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abel_Pacheco\Abel_Pacheco_0001.jpg,-0.016216043382883072,0.8,REJECT
Abel_Pacheco,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abel_Pacheco\Abel_Pacheco_0002.jpg,0.010482724756002426,0.8,REJECT
Abel_Pacheco,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abel_Pacheco\Abel_Pacheco_0003.jpg,0.02495831437408924,0.8,REJECT
Abel_Pacheco,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abel_Pacheco\Abel_Pacheco_0004.jpg,0.006611762568354607,0.8,REJECT
Abid_Hamid_Mahmud_Al-Tikriti,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,-0.06421215832233429,0.8,REJECT
Abid_Hamid_Mahmud_Al-Tikriti,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,0.03288237005472183,0.8,REJECT
Abid_Hamid_Mahmud_Al-Tikriti,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,,0.8,MULTIPLE_FACES
Abner_Martinez,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abner_Martinez\Abner_Martinez_0001.jpg,-0.04475490748882294,0.8,REJECT
Abraham_Foxman,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Abraham_Foxman\Abraham_Foxman_0001.jpg,,0.8,MULTIPLE_FACES
Aby_Har-Even,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Aby_Har-Even\Aby_Har-Even_0001.jpg,-0.08912768959999084,0.8,REJECT
Adam_Ant,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Ant\Adam_Ant_0001.jpg,-0.04944014921784401,0.8,REJECT
Adam_Freier,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Freier\Adam_Freier_0001.jpg,-0.03965578228235245,0.8,REJECT
Adam_Herbert,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Herbert\Adam_Herbert_0001.jpg,-0.032388508319854736,0.8,REJECT
Adam_Kennedy,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Kennedy\Adam_Kennedy_0001.jpg,-0.08433988690376282,0.8,REJECT
Adam_Mair,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Mair\Adam_Mair_0001.jpg,,0.8,MULTIPLE_FACES
Adam_Rich,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Rich\Adam_Rich_0001.jpg,0.01695060543715954,0.8,REJECT
Adam_Sandler,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0001.jpg,-0.057398270815610886,0.8,REJECT
Adam_Sandler,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0002.jpg,0.040510598570108414,0.8,REJECT
Adam_Sandler,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0003.jpg,0.055932581424713135,0.8,REJECT
Adam_Sandler,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Sandler\Adam_Sandler_0004.jpg,,0.8,MULTIPLE_FACES
Adam_Scott,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Scott\Adam_Scott_0001.jpg,-0.13671034574508667,0.8,REJECT
Adam_Scott,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adam_Scott\Adam_Scott_0002.jpg,-0.06209656596183777,0.8,REJECT
Adelina_Avila,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adelina_Avila\Adelina_Avila_0001.jpg,-0.00013112276792526245,0.8,REJECT
Adel_Al-Jubeir,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adel_Al-Jubeir\Adel_Al-Jubeir_0001.jpg,-0.018070479854941368,0.8,REJECT
Adel_Al-Jubeir,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adel_Al-Jubeir\Adel_Al-Jubeir_0002.jpg,-0.04680831730365753,0.8,REJECT
Adel_Al-Jubeir,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adel_Al-Jubeir\Adel_Al-Jubeir_0003.jpg,-0.005306120961904526,0.8,REJECT
Adisai_Bodharamik,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adisai_Bodharamik\Adisai_Bodharamik_0001.jpg,-0.0838184803724289,0.8,REJECT
Adolfo_Aguilar_Zinser,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.jpg,0.03962002694606781,0.8,REJECT
Adolfo_Aguilar_Zinser,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.jpg,,0.8,MULTIPLE_FACES
Adolfo_Aguilar_Zinser,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.jpg,-0.023598836734890938,0.8,REJECT
Adolfo_Rodriguez_Saa,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.jpg,,0.8,MULTIPLE_FACES
Adolfo_Rodriguez_Saa,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.jpg,-0.04155481979250908,0.8,REJECT
Adoor_Gopalakarishnan,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adoor_Gopalakarishnan\Adoor_Gopalakarishnan_0001.jpg,0.03828369453549385,0.8,REJECT
Adriana_Lima,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adriana_Lima\Adriana_Lima_0001.jpg,-0.04974902421236038,0.8,REJECT
Adriana_Perez_Navarro,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adriana_Perez_Navarro\Adriana_Perez_Navarro_0001.jpg,0.01279139518737793,0.8,REJECT
Adrianna_Zuzic,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrianna_Zuzic\Adrianna_Zuzic_0001.jpg,0.028814464807510376,0.8,REJECT
Adrian_Annus,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_Annus\Adrian_Annus_0001.jpg,0.03346129134297371,0.8,REJECT
Adrian_Fernandez,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_Fernandez\Adrian_Fernandez_0001.jpg,,0.8,MULTIPLE_FACES
Adrian_McPherson,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_McPherson\Adrian_McPherson_0001.jpg,0.06861618161201477,0.8,REJECT
Adrian_McPherson,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_McPherson\Adrian_McPherson_0002.jpg,0.030646225437521935,0.8,REJECT
Adrian_Murrell,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_Murrell\Adrian_Murrell_0001.jpg,-0.066288523375988,0.8,REJECT
Adrian_Nastase,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_Nastase\Adrian_Nastase_0001.jpg,-0.032153043895959854,0.8,REJECT
Adrian_Nastase,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrian_Nastase\Adrian_Nastase_0002.jpg,-0.08809317648410797,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0001.jpg,-0.024639390408992767,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0002.jpg,,0.8,MULTIPLE_FACES
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0003.jpg,,0.8,MULTIPLE_FACES
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0004.jpg,-0.08253172039985657,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0005.jpg,-0.0008242055773735046,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0006.jpg,,0.8,MULTIPLE_FACES
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0007.jpg,,0.8,MULTIPLE_FACES
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0008.jpg,-0.08419207483530045,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0009.jpg,-0.026663245633244514,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0010.jpg,-0.009982880204916,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0011.jpg,0.03755916282534599,0.8,REJECT
Adrien_Brody,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0012.jpg,-0.0738537460565567,0.8,REJECT
Afton_Smith,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Afton_Smith\Afton_Smith_0001.jpg,-0.04002454876899719,0.8,REJECT
Agbani_Darego,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Agbani_Darego\Agbani_Darego_0001.jpg,-0.047721099108457565,0.8,REJECT
Agnelo_Queiroz,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Agnelo_Queiroz\Agnelo_Queiroz_0001.jpg,-0.10512243211269379,0.8,REJECT
Agnes_Bruckner,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Agnes_Bruckner\Agnes_Bruckner_0001.jpg,-0.048875726759433746,0.8,REJECT
Ahmad_Jbarah,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmad_Jbarah\Ahmad_Jbarah_0001.jpg,-0.0813991129398346,0.8,REJECT
Ahmad_Masood,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmad_Masood\Ahmad_Masood_0001.jpg,-0.1200004518032074,0.8,REJECT
Ahmad_Masood,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmad_Masood\Ahmad_Masood_0002.jpg,0.07274088263511658,0.8,REJECT
Ahmed_Ahmed,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Ahmed\Ahmed_Ahmed_0001.jpg,-0.04367786645889282,0.8,REJECT
Ahmed_Chalabi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg,-0.057548586279153824,0.8,REJECT
Ahmed_Chalabi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0002.jpg,-0.02285252884030342,0.8,REJECT
Ahmed_Chalabi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0003.jpg,-0.03468989208340645,0.8,REJECT
Ahmed_Chalabi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0004.jpg,-0.0947914719581604,0.8,REJECT
Ahmed_Chalabi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Chalabi\Ahmed_Chalabi_0005.jpg,-0.029111593961715698,0.8,REJECT
Ahmed_Ghazi,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Ghazi\Ahmed_Ghazi_0001.jpg,-0.09844285249710083,0.8,REJECT
Ahmed_Ibrahim_Bilal,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Ibrahim_Bilal\Ahmed_Ibrahim_Bilal_0001.jpg,0.005401242524385452,0.8,REJECT
Ahmed_Lopez,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Lopez\Ahmed_Lopez_0001.jpg,-0.07115021347999573,0.8,REJECT
Ahmed_Qureia,c:\Users\admin\OneDrive\Desktop\code\python\DATASET\lfw-deepfunneled\lfw-deepfunneled\Ahmed_Qureia\Ahmed_Qureia_0001.jpg,-0.04203958064317703,0.8,REJECT
